REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS;Data_Descredenciamento;Motivo_do_Descredenciamento
"414191";"03702553000184";"UNIODONTO DE CALDAS NOVAS SISTEMA NACIONAL DE COOPERATIVAS ODONT";"UNIODONTO-CALDAS NOVAS";"Cooperativa odontológica";"RUA DR. CIRO PALMERSTON";"286";;"CENTRO";"Caldas Novas";"GO";"75690000";"64";"4537044";"4537796";"dentista@ih.com.br";"MÁRCIA DURAN DE PAULA";"DIRETORA PRESIDENTE";;"2001-08-24";"2002-07-19";"Pedido de cancelamento"
"311928";"11986304000196";"UNIODONTO DE CAMPINA GRANDE - COOPERATIVA DE TRABALHO ODONTO";"UNIODONTO DE CAMPINA GRANDE";"Cooperativa odontológica";"RUA AFONSO CAMPOS";"121";;"CENTRO";"Campina Grande";"PB";"58100600";"83";"33434470";"33416188";"uniodontocg@veloxmail.com.br";"MOEMA ARARUNA DE OLIVEIRA";"PRESIDENTE";5;"1998-12-29";"2010-05-18";"Pedido de cancelamento"
"321109";"01931354000112";"UNIODONTO DE CASCAVEL - COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE CASCAVEL";"Cooperativa odontológica";"RUA SANTA CATARINA";"769";"TERREO";"CENTRO";"Cascavel";"PR";"85806040";"45";"32253225";"2235188";"goesctb@certto.com.br";"ELISEU AUGUSTO SICOLI";"RESPONSAVEL TECNICO";6;"1998-12-22";"2006-01-27";"Pedido de cancelamento"
"316768";"02295221000160";"UNIODONTO DE CORNÉLIO PROCÓPIO - COOPERATIVA ODONTOLOGICA";"UNIODONTO DE CORNÉLIO PROCÓPIO - COOPERATIVA ODONTOLÓGICA";"Cooperativa odontológica";"RUA PARAIBA";"278";;"CENTRO";"Cornélio Procópio";"PR";"86300000";"43";"5231964";"5231964";"uniodonto.cp@onda.com.br";"JOSÉ GILBERTO BENASSI";"PRESIDENTE";;"1998-12-22";"2002-07-19";"Pedido de cancelamento"
"315770";"02510461000130";"UNIODONTO DE CRUZ ALTA- COOPERATIVA ODONTOLÓGICA LTDA";"UNIODONTO DE CRUZ ALTA";"Cooperativa odontológica";"GENERAL CAMARA";"1173";"SOBRE LOJA";"CENTRO";"Cruz Alta";"RS";"98005112";"55";"33227277";"33242925";"uniodont@comnet.com.br";"OSVALDO CAINO TEIXEIRA";"PRESIDENTE";5;"1998-12-21";"2017-11-08";"Pedido de cancelamento"
"324451";"02250511000197";"UNIODONTO DE FOZ DO IGUACU COOPERATIVA ODONTOLOGICA";"UNIODONTO FOZ DO IGUACU";"Cooperativa odontológica";"RUA MARECHAL FLORIANO PEIXOTO";"1386";;"CENTRO";"Foz do Iguaçu";"PR";"85851020";"45";"3523772";"35237728";"uniodonto@zipfoz.com.br";"ADELINO COLETTO";"DIRETOR PRESIDENTE";6;"1998-12-18";"2008-04-11";"Pedido de cancelamento"
"333395";"01213182000141";"UNIODONTO DE FRANCA - COOPERATIVA ODONTOLOGICA";"UNIODONTO DE FRANCA";"Cooperativa odontológica";"RUA IPÊ";"1658";;"VILA FLORES";"Franca";"SP";"14400420";"16";"37214443";"37214443";"uniodonto.franca@uol.com.br";"JOÃO CARLOS DE CASTRO";"PRESIDENTE";6;"1998-12-16";"2006-12-08";"Pedido de cancelamento"
"400262";"01969947000178";"UNIODONTO DE ITABIRA COOPERATIVA ODONTOLOGICA LTDA";;"Cooperativa odontológica";"RUA SÃO JOSÉ";"201";"LOJA B";"CENTRO";"Itabira";"MG";"35900003";"31";"8313065";;;;;;"1999-02-09";"2000-12-07";"Pedido de cancelamento"
"370746";"67859660000101";"UNIODONTO DE ITAPETININGA COOPERATIVA TRABALHO ODONTOLOGICO";"UNIODONTO DE ITAPETININGA";"Cooperativa odontológica";"RUA PEDRO MARQUES";"531";;"CENTRO";"Itapetininga";"SP";"18200270";"15";"32726811";"32713148";"ORGBAND@ORGBAND.COM.BR";"MARIA HELENA PIRES ";"PRESIDENTE";;"1998-12-16";"2008-01-17";"Pedido de cancelamento"
"319236";"01483006000120";"UNIODONTO DE JATAÍ COOPERATIVA ODONTOLOGICA";"UNIODONTO DE JATAI";"Cooperativa odontológica";"AV. DORIVAL DE CARVALHO";"1187";"SALA 102";"CENTRO";"Jataí";"GO";"75800014";"64";"36315151";"36315151";"uniodontojatai@hotmail.com";"MOACYR VIEIRA SILVA FILHO";"DIRETOR PRESIDENTE";6;"1998-12-18";"2014-07-03";"Pedido de cancelamento"
"300292";"01561038000104";"UNIODONTO DE LAVRAS COOPERATIVA DE TRABALHO ODONTOLÓGICO";"UNIODONTO LAVRAS";"Cooperativa odontológica";"RUA COSTA PEREIRA ";"26";"SALA 06";"CENTRO";"Lavras";"MG";"37200000";"35";"32222773";;"f.campos@vga.matrix.com.br";"PAULO HENRIQUE SILVA RAIMUNDO";"PRESIDENTE";;"1999-03-09";"2003-08-18";"Pedido de cancelamento"
"360686";"02225482000103";"UNIODONTO DE LENÇÓIS PAULISTA COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE LENÇÓIS PAULISTA";"Cooperativa odontológica";"RUA CEL. JOAQUIM GABRIEL";"637";;"CENTRO";"Lençóis Paulista";"SP";"18680090";"14";"32633133";"32633133";"uniodontolp@terra.com.br";"RICARDO HUMBERTO ARTIOLI GRASSI";"PRESIDENTE";6;"1998-12-17";"2015-02-23";"Pedido de cancelamento"
"340570";"64567407000188";"UNIODONTO DE M. GUAÇU COOP. TRAB. ODONTOL.";"UNIODONTO";"Cooperativa odontológica";"PÇA. PADRE ARMANI";"73";;"CENTRO";"Mogi Guaçu";"SP";"13840000";"19";"8611445";"8912109";"luma@ft.com.br";;;;"1998-12-18";"2001-02-16";"Pedido de cancelamento"
"354821";"01475150000114";"UNIODONTO DE MARÍLIA COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE MARILIA";"Cooperativa odontológica";"RUA GUANÁS";"66";;"SEN. SALGADO FILHO";"Marília";"SP";"17502560";"01";"434135665";"434135665";"uniodonto@terra.com.br";"JULIANO OLIVEIRA SILVA";"PRESIDENTE";5;"1998-12-16";"2018-11-22";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"411701";"03295630000129";"UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA";;"Cooperativa odontológica";"RUA ATHAYDE PIMENTA DE MORAES";"395";;"CENTRO";"Nova Iguaçu";"RJ";"26210190";"21";"26684004";"26684827";"uniodontoni@uniodontoni.com.br";"STENIO DA SILVA FIGUEIREDO";"PRESIDENTE";5;"2000-07-18";"2024-07-01";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"362875";"02410865000151";"UNIODONTO DE OLIMPIA-COOPERATIVA ODONTOLOGICA";"UNIODONTO";"Cooperativa odontológica";"RUA AMÉRICO BRASILIENSE";"958";;"CENTRO";"Olímpia";"SP";"15400000";"17";"2818698";"2818157";"uniodonto@ollimpianet.com.br";"DÉCIO TROSDORF FILHO";"PRESIDENTE";;"1998-12-16";"2002-03-22";"Pedido de cancelamento"
"34894";"02154373000142";"UNIODONTO DE OURINHOS  - COOPERATIVA ODONTOLOGICA";;"Cooperativa odontológica";"RUA PASCHOAL HENRIQUE";"400";;"BAIRRO DA CRIANÇA";"Ourinhos";"SP";"19900000";"14";"3227301";"3227301";;;;;"1998-12-18";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"363120";"02272779000120";"UNIODONTO DE PARANAVAI - COOPERATIVA ODONTOLOGICA";"UNIODONTO DE PARANAVAI";"Cooperativa odontológica";"RUA MINAS GERAIS";"386";"2. ANDAR";"CENTRO";"Paranavaí";"PR";"87701070";"44";"3423.5599";"3423.5599";"uniodontopvai@uol.com.br";"JOSELI RODRIGUES";"PRESIDENTE";;"1999-01-06";"2009-02-13";"Descumprimento da RN n.º 100/2005"
"340715";"02768410000102";"UNIODONTO DE PASSOS COOPERATIVA ODONTOLOGICA";"UNIODONTO PASSOS";"Cooperativa odontológica";"R. EUVIRA SILVEIRA COIMBRA";;"139";"CENTRO";"Passos";"MG";"37900000";"35";"5211370";;;;;;"1999-01-07";"2000-07-05";"Pedido de cancelamento"
"410411";"03268407000192";"UNIODONTO DE PEDERNEIRAS COOPERATIVA ODONTOLOGICA";"UNIODONTO DE PEDERNEIRAS";"Cooperativa odontológica";"AV TIRADENTES";"138";"SUL";"CENTRO";"Pederneiras";"SP";"17280000";"14";"2524356";"2524356";"uniodonto@bironet.com.br";"JUAREZ PANDOLFI BUENO DE SOUZA";"DIRETOR-PRESIDENTE";;"2000-01-14";"2005-04-13";"Pedido de cancelamento"
"336581";"01990598000176";"UNIODONTO DE PENAPOLIS";"UNIODONTO DE PENAPOLIS COOPERATIVA ODONTOLOGICA";"Cooperativa odontológica";"AV.OLSEN";"692";;"CENTRO";"Penápolis";"SP";"16300000";"18";"6525408";"6525408";"consultoria@elciomarques.br";"FRANCISCO ALBERTO AZANHA FALLEIROS";"PRESIDENTE";6;"1998-12-28";"2006-12-19";"Pedido de cancelamento"
"309249";"02479423000161";"UNIODONTO DE PRAIA GRANDE - COOPERATIVA ODONTOLOGICA";"UNIODONTO PRAIA GRANDE";"Cooperativa odontológica";"RUA CAMPINAS";"108";;"BOQUEIRÃO";"Praia Grande";"SP";"11701110";"13";"34736667";"4736667";"johnny@praiagrande.com.br";"JOHNNY MARCOCHI";"VICE PRESIDENTE";;"1998-12-17";"2002-07-19";"Pedido de cancelamento"
"365718";"45295086000165";"UNIODONTO DE RIBEIRÃO PRETO COOPERATIVA DE TRABALHO ODONTOLO";"UNIODONTO DE RIBEIRÃO PRETO";"Cooperativa odontológica";"AV 9 DE JULHO";"1405";;"JD AMERICA";"Ribeirão Preto";"SP";"14015170";"16";"6352551";"6352551";"uniodontorp@netsite.com.br";"EDUARDO AFFONSO DOS REIS";"PRESIDENTE";1;"1998-12-17";"2005-08-03";"Pedido de cancelamento"
"366552";"45056744000166";"UNIODONTO DE SANTOS - COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE SANTOS";"Cooperativa odontológica";"RUA LUIZ DE CAMOES";"58";"CASA";"VILA MATHIAS";"Santos";"SP";"11015400";"13";"32321612";"32321613";"uniodonto@uniodontosantos.com.br";"SILVANA CARDOSO REIS";"PRESIDENTE";5;"1998-12-18";"2011-11-16";"Pedido de cancelamento"
"352039";"02077558000109";"UNIODONTO DE SÃO JOÃO DEL REI MINAS GERAIS";"UNIODONTO DE SÃO JOÃO DEL REI";"Cooperativa odontológica";"Av. Tiradentes";"469";"sala 02";"CENTRO";"São João del Rei";"MG";"36307346";"32";"33718402";"33718402";"uniodonto@mgconecta.com.br";"RAMIRO CAMPANHA BOTELHO";"PRESIDENTE";;"1998-12-28";"2003-03-11";"Pedido de cancelamento"
"369616";"41492976000106";"UNIODONTO DE SÃO LUIS - COOP. DOS C. D. DO ESTADO DO MARANHÃ";"UNIODONTO DE SÃO LUIS";"Cooperativa odontológica";"RUA DOMINGOS PERDIGÃO";"80";;"APICUM";"São Luís";"MA";"65025320";"98";"32135812";"32135812";"uniodonto@elo.com.br";"OLINTO SANTOS CARDOSO";"PRESIDENTE";6;"1998-12-30";"2020-03-04";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"310042";"51701878000195";"UNIODONTO DE SÃO PAULO COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE SÃO PAULO";"Cooperativa odontológica";"RUA MACHADO BITTENCOURT";"430";;"VILA CLEMENTINO";"São Paulo";"SP";"04044001";"11";"35954026";"35954010";"admgeral@uniodonto-sp.com.br";"MAUD NOGUEIRA FRAGOAS";"PRESIDENTE";4;"1998-12-16";"2018-04-04";"Pedido de cancelamento"
"341193";"02482449000169";"UNIODONTO DE SÃO ROQUE - COOPERATIVA ODONTOLÓGICA";"UNIODONTO SÃO ROQUE";"Cooperativa odontológica";"RUA RUI BARBOSA";"89";"CASA";"CENTRO";"São Roque";"SP";"18130040";"11";"47842664";"47842770";"uniodontosr@uol.com.br";"WLAMIR ANTONIO BACAR";"PRESIDENTE";5;"1998-12-18";"2011-12-22";"Pedido de cancelamento"
"402460";"68544527000110";"UNIODONTO DE TEOFILO OTONI COOP. DE TRAB. ODONTOLOGICO LTDA";"UNIODONTO DE TEOFILO OTONI";"Cooperativa odontológica";"RUA ANTONIO ALVES BENJAMIN, 49";;;"CENTRO";"Teófilo Otoni";"MG";"39800000";"33";"35226601";"5226601";"unicoope@uai.com.br";"JOSÉ ANTÔNIO CARVALHO SOARES";"DIRETOR FINANCEIRO";;"1999-03-24";"2008-07-25";"Pedido de cancelamento"
"303089";"00735595000123";"UNIODONTO DE TUPÃ COOPERATIVA ODONTOLÓLOGICA";"UNIODONTO DE TUPÃ";"Cooperativa odontológica";"RUA: GUARANIS";"846";;"CENTRO";"Tupã";"SP";"17600400";"14";"4413133";"4413133";"tupa.uniodonto@terrra.com.br";"TELMO FERREIRA ZAMPIERI DE OLIVEIRA";"DELEGADO";5;"1998-12-16";"2004-07-12";"Pedido de cancelamento"
"318710";"01422960000102";"UNIODONTO DE VESPASIANO PARQUE CIMENTEIRO COOPERATIVA DE TRABALH";"UNIODONTO DE VESPASIANO  PARQUE CIMENTEIRO";"Cooperativa odontológica";"RUA NOSSA SENHORA DE LOURDES";"273";;"CENTRO";"Vespasiano";"MG";"33200000";"31";"6210166";"6212042";"edson@fiemg.com.br";"SCYOMARA SALOMÃO CARVALHO ARAÚJO";;;"1998-12-18";"2002-05-21";"Pedido de cancelamento"
"316695";"53864922000103";"UNIODONTO DO ABC COOPERATIVA ODONTOLÓGICA";"UNIODONTO DO ABC";"Cooperativa odontológica";"OSWALDO CRUZ";"995";;"OSWALDO CRUZ";"São Caetano do Sul";"SP";"09540280";"11";"44381699";"44381699";"uniodonto@uniodontoabc.com.br";"REGINA CELIA VASCONCELOS GABRIEL FERNANDEZ";"PRESIDENTE";5;"1998-12-16";"2016-08-23";"Pedido de cancelamento"
"317462";"01008349000132";"UNIODONTO DO PIAUI - COOP. DE TRAB. ODONTOLOGICO";"UNIODONTO PIAUI";"Cooperativa odontológica";"RUA LIZANDRO NOGUEIRA";"1618";"SALA 02";"CENTRO";"Teresina";"PI";"64000200";"86";"2233133";"32210055";"raulino@ctcc.com.br";"EDGAR LEITE FILHO";"PRESIDENTE";6;"1998-12-29";"2012-10-18";"Deliberação de Diretoria Colegiada"
"318230";"28958148000152";"UNIODONTO DO RIO DE JANEIRO COOPERATIVA ODONTOLÓGICA LTDA";"UNIODONTO-RJ";"Cooperativa odontológica";"AV. PASSOS ";"120";"5 - 10 - 11 -12 andares";"CENTRO";"Rio de Janeiro";"RJ";"20051040";"21";"21950200";"21950200";"uniodonto-rj@uol.com.br";"WERTHER ANTONIO LIMA FIDALGO";"PRESIDENTE";4;"1998-12-18";"2022-10-25";"Pedido de cancelamento"
"411698";"88440078000178";"UNIODONTO ERECHIM - COOPERATIVA DE TRABALHO ODONTOLÓGICO";"UNIODONTO ERECHIM";"Cooperativa odontológica";"AV XV DE NOVEMBRO";"69";;"CENTRO";"Erechim";"RS";"99700000";"54";"33212165";"543212165";"uniodontoerechim@clicalpha.com.br";"FERNANDO RICARDO DA SILVA COLLA";"PRESIDENTE";6;"2000-07-18";"2018-01-04";"Pedido de cancelamento"
"353515";"01227823000117";"UNIODONTO GOVERNADOR VALADARES COOP. TRAB. ODONTOLÓGICO LTDA";"UNIODONTO GV";"Cooperativa odontológica";"RUA BARBARA HELIODORA";"399";"SALA 111/112";"CENTRO";"Governador Valadares";"MG";"35010040";"33";"32717712";"32174454";"uniodonto@goval.com.br";"BOGUMILA K. I. PERIM";"DIRETORA PRESIDENTE";6;"1998-12-21";"2008-01-29";"Descumprimento da RN n.º 100/2005"
"317772";"86756368000108";"UNIODONTO ITAPERUNA/RJ COOPERATIVA DE TRABALHO ODONTOLOGICO";"UNIODONTO ITAPERUNA/RJ COOP TRAB ODONTOLOGICO";"Cooperativa odontológica";"RUA CEL. LUIZ FERRAZ";"34";;"CENTRO";"Itaperuna";"RJ";"28300000";"22";"38241497";"38241497";"uniodontoita@uol.com.br";"MARCOS STHEL ANTUNES";"REPRESENTANTE";5;"1998-12-29";"2023-07-07";"Pedido de cancelamento"
"401919";"02021621000187";"UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLÓGICA";;"Cooperativa odontológica";"RUA JOSÉ PERES";"46";"LOJA 01";"CENTRO";"Leopoldina";"MG";"36700000";"32";"34415754";"34415754";"uniodonto@leopoldina.com.br";"MARCELO RESENDE VIEIRA";"PRESIDENTE";5;"1999-03-11";"2025-06-23";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"348350";"00769168000166";"UNIODONTO LESTE FLUMINENSE COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.";"UNIODONTO LESTE FLUMINENSE";"Cooperativa odontológica";"RUA DA CONCEICAO";"188";"GRUPO 2102 AB";"CENTRO";"Niterói";"RJ";"24020083";"21";"21963366";"21963366";"gerencia@uniodonto-lf.com.br";"LUIZ ANTONIO DE ALMEIDA E SILVA";"PRESIDENTE";5;"1998-12-22";"2015-02-06";"Deliberação de Diretoria Colegiada"
"410331";"03345621000103";"UNIODONTO LESTE PAULISTA COOP. ODONTOLOGICA";"UNIODONTO LESTE PAULISTA";"Cooperativa odontológica";"RUA SÃO JOÃO";"413";"SALA 09 - 2ª ANDAR";"CENTRO";"São João da Boa Vista";"SP";"13870222";"19";"36231562";;"unilestepaulista@bol.com.br";"REGINA HELENA MILAN LISE NOGUEIRA";"PRESIDENTE";6;"1999-12-14";"2012-06-08";"Deliberação de Diretoria Colegiada"
"300195";"72515208000154";"UNIODONTO MACAÉ - COOPERATIVA ODONTOLÓGICA";"UNIODONTO MACAE";"Cooperativa odontológica";"RUA MARECHAL DEODORO";"411";;"CENTRO";"Macaé";"RJ";"27910310";"22";"27629645";"2227593737";"gerencia@uniodontomacae.com.br";"MARCOS STHEL ANTUNES";"DIRETOR PRESIDENTE";5;"1998-12-18";"2025-07-02";"Pedido de cancelamento"
"411884";"03795041000100";"UNIODONTO MARQUÊS DE VALENÇA - COOPERATIVA ODONTOLÓGICA";"UNIODONTO MARQUÊS DE VALENÇA";"Cooperativa odontológica";"RUA ARAUJO LEITE";"48";;"CENTRO";"Valença";"RJ";"27600000";"24";"24531427";"24532977";"uniodontoval@stargateway.com.br";"RONILDO DIAS DE OLIVEIRA";"LIQUIDANTE";6;"2000-08-07";"2010-02-04";"Pedido de cancelamento"
"345822";"01741659000161";"UNIODONTO NOVA FRIBURGO-COOP. TRAB. ODONTOLOGICOS LTDA";"UNIODONTO NOVA FRIBURGO";"Cooperativa odontológica";"RUA DR. ERNESTO BRASÍLIO";"14";"LOJA 01 1°";"CENTRO";"Nova Friburgo";"RJ";"28610120";"22";"25238997";"26132571";"uniodonf@frionline.com.br";"MARIO ROBERTO DE SOUZA LOPES";"DIRETOR PRESIDENTE";6;"1998-12-18";"2010-01-26";"Pedido de cancelamento"
"310841";"01008494000113";"UNIODONTO PADUA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA.";"UNIODONTO PÁDUA";"Cooperativa odontológica";"RUA DOS LEITES";"61";"LOJA A";"CENTRO";"Santo Antônio de Pádua";"RJ";"28470000";"22";"38532323";"38532323";"copal@paduaonline.com.br";"SAMIR JOSÉ SAD SIMÃO";"DIRETOR PRESIDENTE";;"1998-12-22";"2004-02-18";"Pedido de cancelamento"
"410080";"72510472000103";"UNIODONTO PARANÁ FED EST. COOP ODONTOLOGICAS";"UNIODONTO PARANÁ";"Cooperativa odontológica";"RUA VISCONDE DE NACAR";"1505";"6º ANDAR";"CENTRO";"Curitiba";"PR";"80410201";"41";"2337060";"2337060";;;;;"1999-12-07";"2000-07-04";"Pedido de cancelamento"
"331210";"87399572000173";"UNIODONTO PASSO FUNDO COOPERATIVA DE TRABALHO ODONTOLÓGICO";"UNIODONTO PASSO FUNDO";"Cooperativa odontológica";"RUA INDEPENDENCIA";"446";"3º ANDAR";"CENTRO";"Passo Fundo";"RS";"99010041";"54";"33134177";"30454277";"uniodonto@st.com.br";"ROGERIO ADOLFO TESSER";"VICE PRESIDENTE";5;"1998-12-22";"2010-08-20";"Deliberação de Diretoria Colegiada"
"301086";"02898015000144";"UNIODONTO PATO BRANCO COOPERATIVA DE TRABALHO ODONTOLOGICO";"UNIODONTO PATO BRANCO COOP. DE TRAB. ODONTOLÓGICO";"Cooperativa odontológica";"RUA ITABIRA";"1420";"SALA 2";"CENTRO";"Pato Branco";"PR";"85501290";"46";"2255755";"2255755";"osnipaul@hotmail.com";"LUIS CESAR BURGARDT";"DIRETOR LIQUIDANTE";5;"1998-12-22";"2004-10-29";"Pedido de cancelamento"
"33411";"65371759000126";"UNIODONTO PATOS DE MINAS COOPERATIVA DE TRABALHO ODONTOLOGICO LT";"UNIODONTO PATOS DE MINAS";"Cooperativa odontológica";"R. AGENOR MACIEL";"170";"S/ 402 E 403";"CENTRO";"Patos de Minas";"MG";"38700000";"34";"8215879";"8215879";;;;;"1998-12-17";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"344907";"71246482000102";"UNIODONTO PATROCINIO COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA.";"UNIODONTO PATROCÍNIO";"Cooperativa odontológica";"RUA CORONEL RABELO";"1231";;;"Patrocínio";"MG";"38740000";"34";"38316055";"38316055";;"OSCAR CARLOS DA SILVA";"PRESIDENTE";;"1998-12-17";"2002-07-19";"Pedido de cancelamento"
"334774";"36520377000119";"UNIODONTO PETRÓPOLIS - COOP.TRAB.ODONTOLÓGICOS LTDA";"UNIODONTO PETROPOLIS-COOP.TRAB.ODONTOLÓGICOS LTDA";"Cooperativa odontológica";"RUA IRMÃO D'ANGELO";"48";"SALA 306";"CENTRO";"Petrópolis";"RJ";"25685330";"24";"22435553";"22435553";"uni@uniodontopetropolis.com.br";"RICARDO JOSE DA SILVA SEABRA";"PRESIDENTE";6;"1998-12-17";"2015-10-21";"Pedido de cancelamento"
"412601";"03397228000155";"UNIODONTO PIRAQUEAÇU - COOPERATIVA ODONTOLÓGICA PIRAQUEAÇU";"UNIODONTO PIRAQUEAÇU";"Cooperativa odontológica";"Rua José Alves da Costa";"56";;"CENTRO";"Aracruz";"ES";"29190000";"27";"32563334";"32563334";;"ALBERTO LUIZ STELZER";"DIRETOR-PRESIDENTE";5;"2000-11-07";"2014-10-22";"Pedido de cancelamento"
"410721";"03396905000110";"UNIODONTO PONTAL DO TRIANGULO COOP. DE TRAB. ODONTOLOGICO";"UNIODONTO PONTAL DO TRIANGULO";"Cooperativa odontológica";"RUA FRUTAL";"916";;"CENTRO";"Iturama";"MG";"38280000";"34";"34114345";"344113492";"uniodontopontal@enetec.com.br";"ROGERIO ROBERTO BARBOSA RIBEIRO";"PRESIDENTE";;"2000-02-21";"2005-10-11";"Pedido de cancelamento"
"351768";"01877526000117";"UNIODONTO POUSO ALEGRE COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA";"UNIODONTO POUSO ALEGRE";"Cooperativa odontológica";"AVENIDA DR. JOÃO BERALDO";"408";;"CENTRO";"Poços de Caldas";"MG";"37550000";"35";"4229674";"4229674";;"EVERTON RENÓ CORRÊA";;;"1998-12-17";"2001-08-13";"Pedido de cancelamento"
"386715";"01412387000156";"UNIODONTO SAO FRANCISCO COOPERATIVA DE TRABALHO ODONTOLOGICO LTD";"UNIODONTO SAO FRANCISCO";"Cooperativa odontológica";"RUA MATO GROSSO";"397-A";;"CENTRO";"Pirapora";"MG";"39270000";"38";"7411707";"7411707";"paulino@interpira.com.br";;;;"1999-01-06";"2001-03-09";"Pedido de cancelamento"
"344249";"00183997000162";"UNIODONTO SERRA RS SOCIEDADE COOP. DE TRABALHO ODONTOLÓGICO";"UNIODONTO SERRA RS";"Cooperativa odontológica";"RUA PINHEIRO MACHADO";"2569";"62";"SÃO PELEGRINO";"Caxias do Sul";"RS";"95020172";"054";"223.5685";"2148185";"uniodonto.serra@terra.com.br";"ROBERTO LOZANO DOS SANTOS";"PRESIDENTE";6;"1998-12-30";"2004-12-03";"Pedido de cancelamento"
"33150";"01568873000168";"UNIODONTO SUL DE MINAS COOPERATIVA TRABALHO ODONTOLOGICO LTDA.";"UNIODONTO SUL DE MINAS";"Cooperativa odontológica";"R. SANTA CRUZ";"385";;"CENTRO";"Varginha";"MG";"37002090";"35";"2228333";"2228333";;;;;"1998-12-22";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"363171";"72261803000100";"UNIODONTO SUL FLUMINENSE COOP DE TRAB ODONTOLOGICO LTDA";"UNIDONTO SUL FLUMINENSE";"Cooperativa odontológica";"RUA PROFESSORA CLÉLIA";"12";;"VILA SANTA CECILIA";"Volta Redonda";"RJ";"27260500";"24";"21073350";"33486184";"uniodontosulfluminense@uniodontosf.com.br";"KÊNIA APARECIDA DA SILVA ACCIARITO";"REPRESENTANTE";5;"1998-12-16";"2025-04-30";"Alternat. à Liquidação - Deliberação de Diretoria Colegiada"
"408565";"03225705000103";"UNIODONTO TERESÓPOLIS - COOPERATIVA ODONTOLÓGICA";"UNIODONTO TERESOPOLIS";"Cooperativa odontológica";"RUA FRANCISCO SÁ";"336";;"VARZEA";"Teresópolis";"RJ";"25953010";"21";"27423411";"26431332";"uniodontotere@yahoo.com.br";"MARCIA HADDAD BARROS DE MENDONÇA";"PRESIDENTE";6;"1999-09-28";"2015-11-18";"Pedido de cancelamento"
"358380";"01792938000154";"UNIODONTO TRES PONTAS - COOPERATIVA DE TRABALHO OTONDOLOGICO LTD";"UNIODONTO TRES PONTAS";"Cooperativa odontológica";"RUA AMERICO MIARI";"22";"SALAS 03 E 10";"CENTRO";"Três Pontas";"MG";"37190000";"35";"32651771";"32651771";"allinfo@net.em.com.br";"SOLANGE XIMENES ABREU";"PRESIDENTE";;"1998-12-18";"2004-11-30";"Pedido de cancelamento"
"319635";"01631658000164";"UNIODONTO UBA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA";"UNIODONTO UBA";"Cooperativa odontológica";"AVENIDA RAUL SOARES";"36";"LOJA 09";"CENTRO";"Ubá";"MG";"36500000";"32";"35314695";;"cd.adriana@yahoo.com.br";"ADRIANA NASCIMENTO VASCONCELLOS";"LIQUIDANTE";6;"1999-01-04";"2009-06-04";"Pedido de cancelamento"
"356085";"02220089000127";"UNIODONTO VALE DO AÇO COOPERATIVA ODONTOLOGICA";"UNIODONTO VALE DO AÇO";"Cooperativa odontológica";"AV. CASTELO BRANCO";"610";"SALA 303";"HORTO";"Ipatinga";"MG";"35160294";"31";"38231379";"38231379";"uniodontovaledoaco@hotmail.com";"GERALDO MAJELA REZENDE";"DIRETOR PRESIDENTE";5;"1998-12-29";"2010-11-22";"Pedido de cancelamento"
"342815";"02463102000179";"UNIODONTO VALE DO RIO VERDE TRÊS CORAÇÕES COOPERATIVA ODONTOLOGICA";"UNIODONTO TRÊS CORAÇÕES";"Cooperativa odontológica";"RUA PEDRO BONESIO ";"225";"SALA  "" E "", EDIFÍCIO JULIANA";"CENTRO";"Três Corações";"MG";"37410000";"035";"32324147";"32324147";"uniodonto@unincor.br";"SIMONE CERQUEIRA FERREIRA";"PRESIDENTE";6;"1998-12-18";"2010-05-13";"Pedido de cancelamento"
